V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0.331781964,-1.023623589,-2.320763776,1.092971896,-0.384610793,-0.455383824,2.033877802,-1.164207711,-1.14602297,-1.147183672,0.331781964,-1.023623589,-2.320763776,1.092971896,-0.384610793,-0.455383824,2.033877802,-1.164207711,-1.14602297,-1.147183672
1.096839013,-0.891521574,-1.324320711,-1.022541604,-0.992158187,-0.131983757,-2.374986142,-1.412059368,-1.115127136,0.564562675,1.096839013,-0.891521574,-1.324320711,-1.022541604,-0.992158187,-0.131983757,-2.374986142,-1.412059368,-1.115127136,0.564562675
0.435181491,0.918341171,-0.131307112,0.338147371,2.971585033,-0.091807008,1.13308271,-1.228303198,1.210667688,-0.315699338,0.435181491,0.918341171,-0.131307112,0.338147371,2.971585033,-0.091807008,1.13308271,-1.228303198,1.210667688,-0.315699338
-0.325931586,-0.452700647,-0.878035153,-1.706845764,-0.494334531,-1.586809007,1.063223161,-0.536864238,-1.172873942,-1.700965527,-0.325931586,-0.452700647,-0.878035153,-1.706845764,-0.494334531,-1.586809007,1.063223161,-0.536864238,-1.172873942,-1.700965527
1.148807618,-1.74837228,-0.79676893,0.246449258,1.148039783,0.334188898,-0.379907283,1.201405316,-1.566566799,1.96713696,1.148807618,-1.74837228,-0.79676893,0.246449258,1.148039783,0.334188898,-0.379907283,1.201405316,-1.566566799,1.96713696
0.993503856,1.76990411,1.049540713,-1.567963131,0.096271249,0.570006843,-0.331000594,0.379541747,-0.470230394,-1.011909559,0.993503856,1.76990411,1.049540713,-1.567963131,0.096271249,0.570006843,-0.331000594,0.379541747,-0.470230394,-1.011909559
0.54839696,-2.377406925,0.175588349,-0.231484945,0.10883021,-0.061103367,0.355548082,-0.957402358,-0.632686295,-0.688797603,0.54839696,-2.377406925,0.175588349,-0.231484945,0.10883021,-0.061103367,0.355548082,-0.957402358,-0.632686295,-0.688797603
0.238731735,0.57281153,-1.043844622,-1.75745545,0.495236949,1.7940672,0.169888599,0.977791416,0.313250365,-0.304803017,0.238731735,0.57281153,-1.043844622,-1.75745545,0.495236949,1.7940672,0.169888599,0.977791416,0.313250365,-0.304803017
-0.627906076,1.017249249,-0.468696015,-0.63961983,-0.142643498,-0.175782369,0.239238594,-1.391285038,-0.239837777,0.300662682,-0.627906076,1.017249249,-0.468696015,-0.63961983,-0.142643498,-0.175782369,0.239238594,-1.391285038,-0.239837777,0.300662682
1.360652449,-0.630967867,-0.284903482,-0.77616691,0.832936996,0.578799237,1.314006562,1.677406053,2.646451212,0.128612707,1.360652449,-0.630967867,-0.284903482,-0.77616691,0.832936996,0.578799237,1.314006562,1.677406053,2.646451212,0.128612707
-0.600259587,0.444287051,-0.680295181,0.554774653,0.559823773,0.532598128,0.229274977,-0.250482019,1.333401586,-1.516742785,-0.600259587,0.444287051,-0.680295181,0.554774653,0.559823773,0.532598128,0.229274977,-0.250482019,1.333401586,-1.516742785
2.187332993,0.439130388,-0.96405361,-0.58212213,-1.685095946,0.784679058,-2.064255371,1.432383825,-1.994928413,-0.732644033,2.187332993,0.439130388,-0.96405361,-0.58212213,-1.685095946,0.784679058,-2.064255371,1.432383825,-1.994928413,-0.732644033
1.532610626,1.040623153,-0.051804082,-0.768595102,-0.555612313,0.417712087,0.41627419,-1.016783624,0.319367398,0.636778584,1.532610626,1.040623153,-0.051804082,-0.768595102,-0.555612313,0.417712087,0.41627419,-1.016783624,0.319367398,0.636778584
-0.235700359,0.484099388,0.74119472,1.221515688,-0.523353123,-0.19128058,-0.322730603,-0.030430282,-0.411317805,-0.906603335,-0.235700359,0.484099388,0.74119472,1.221515688,-0.523353123,-0.19128058,-0.322730603,-0.030430282,-0.411317805,-0.906603335
-1.0264209,-0.244883779,0.226852004,1.66917041,-0.506104326,0.563353249,0.842913529,-0.510395638,0.775514909,0.215868419,-1.0264209,-0.244883779,0.226852004,1.66917041,-0.506104326,0.563353249,0.842913529,-0.510395638,0.775514909,0.215868419
-0.710406564,0.915992058,-0.200147013,1.093480384,1.065284885,0.253522341,-0.874938549,0.340871956,-1.016151855,0.103450083,-0.710406564,0.915992058,-0.200147013,1.093480384,1.065284885,0.253522341,-0.874938549,0.340871956,-1.016151855,0.103450083
0.256883709,0.800622357,0.387820245,-1.491242505,1.487027034,0.24352214,-0.250570214,-0.970334665,-0.519983251,0.933628624,0.256883709,0.800622357,0.387820245,-1.491242505,1.487027034,0.24352214,-0.250570214,-0.970334665,-0.519983251,0.933628624
-0.246691878,-0.936569034,0.793918367,1.276653083,-0.921800949,0.71959025,-1.537883722,-1.224792367,0.070588314,0.621857441,-0.246691878,-0.936569034,0.793918367,1.276653083,-0.921800949,0.71959025,-1.537883722,-1.224792367,0.070588314,0.621857441
-0.347542599,-1.400787434,-0.140513958,-1.228537571,0.541435466,0.77273298,-1.483533812,-0.949700114,0.409643632,0.356581965,-0.347542599,-1.400787434,-0.140513958,-1.228537571,0.541435466,0.77273298,-1.483533812,-0.949700114,0.409643632,0.356581965
-0.951618567,0.16027754,0.455805199,-0.071951022,-1.169767926,-0.008522864,-1.744738127,1.765888155,-1.654816726,1.024141046,-0.951618567,0.16027754,0.455805199,-0.071951022,-1.169767926,-0.008522864,-1.744738127,1.765888155,-1.654816726,1.024141046
-0.045027725,-0.273962375,-1.145572907,0.734458203,-0.557080377,-0.389069155,0.024235678,0.240160911,-0.392624028,0.32775342,-0.045027725,-0.273962375,-1.145572907,0.734458203,-0.557080377,-0.389069155,0.024235678,0.240160911,-0.392624028,0.32775342
